drugbank_id,name,description,simple_description,half_life,half_life_unit,half_life_unit_mixed,half_life_n_records,half_life_hours,food_interaction_count,food_interactions_text
DB00451,Levothyroxine,"Levothyroxine is a synthetically produced form of thyroxine, a major endogenous hormone secreted by the thyroid gland.[F4633] Also known as L-thyroxine or the brand name product Synthroid, levothyroxine is used primarily to treat hypothyroidism, a condition where the thyroid gland is no longer able to produce sufficient quantities of the thyroid hormones T<sub>4</sub> (tetraiodothyronine or thyroxine) and T<sub>3</sub> (triiodothyronine or [DB00279]), resulting in diminished down-stream effects of these hormones. Without sufficient quantities of circulating thyroid hormones, symptoms of hypothyroidism begin to develop such as fatigue, increased heart rate, depression[A179620], dry skin and hair, muscle cramps, constipation, weight gain, memory impairment, and poor tolerance to cold temperatures.[F4636,A35722]

In response to Thyroid Stimulating Hormone (TSH) release by the pituitary gland, a normally functioning thyroid gland will produce and secrete T<sub>4</sub>, which is then converted through deiodination (by type I or type II 5′-deiodinases)[A179941] into its active metabolite T<sub>3</sub>. While T<sub>4</sub> is the major product secreted by the thyroid gland,  T<sub>3</sub> exerts the majority of the physiological effects of the thyroid hormones; T<sub>4</sub> and T<sub>3</sub> have a relative potency of ~1:4 (T4:T3).[F4633] T<sub>4</sub> and T<sub>3</sub> act on nearly every cell of the body, but have a particularly strong effect on the cardiac system.[A179935] As a result, many cardiac functions including heart rate, cardiac output, and systemic vascular resistance are closely linked to thyroid status.[A179938]

Prior to the development of levothyroxine, [DB09100] or desiccated thyroid, used to be the mainstay of treatment for hypothyroidism. However, this is no longer recommended for the majority of patients due to several clinical concerns including limited controlled trials supporting its use. Desiccated thyroid products contain a ratio of T4 to T3 of 4.2:1, which is significantly lower than the 14:1 ratio of secretion by the human thyroid gland. This higher proportion of T3 in desiccated thyroid products can lead to supraphysiologic levels of T3 which may put patients at risk of thyrotoxicosis if thyroid extract therapy is not adjusted according to the serum TSH.[A35722, F4636]",A medication used to treat patients with low levels of thyroid hormone.,3.5,days,False,2.0,84.0,6,"Avoid calcium supplements/calcium rich foods. Calcium may interfere with the absorption of this drug by forming an insoluble complex. Separate medication administration by at least 4 hours. || Avoid grapefruit products. Grapefruit may delay the absorption of this medication. || Avoid iron supplements. Iron may interfere with the absorption of this drug by forming an insoluble complex. Separate medication administration by at least 4 hours. || Avoid multivalent ions. Examples include iron, magnesium, and calcium. These are often found in antacids, vitamins, and supplements - separate medication administration by at least 4 hours. || Do not take with bran and high fiber foods. Dietary fiber, soybean flour, cottonseed meal, and walnuts may reduce the absorption of levothyroxine. || Take on an empty stomach. Levothyroxine should be taken on an empty stomach 30-60 minutes prior to the first meal of the day."
DB00455,Loratadine,"Loratadine is a second generation antihistamine used to manage symptoms of allergic rhinitis.[A176435] A lack of sedative and CNS adverse effects make loratadine, along with other second generation antihistamines, preferable over their 1st generation counterparts in many clinical situations.[A176441]",A medication used to manage allergy symptoms such as itchy eyes and runny nose.,10.0,hours,False,1.0,10.0,0,
DB00471,Montelukast,"Montelukast was first approved for clinical use by the US FDA in 1998 as Merck's brand name Singulair.[L6301] The medication is a member of the leukotriene receptor antagonist (LTRA) category of drugs.[L6301,L6304,L6307,L6310,L6325,L6328,L6331] Although capable of demonstrating effectiveness, the use of such LTRAs like montelukast is typically in addition to or complementary with the use of inhaled corticosteroids or other agents in asthma step therapy.[A178645] Regardless, in 2008-2009, there were FDA-led investigations into the possibility of montelukast to elicit neuropsychiatric effects like agitation, hallucinations, suicidal behaviour, and others in individuals who used the medication.[A178651] And although these kinds of effects are currently included in the official prescribing information for montelukast,[L6301,L6304,L6307,L6310,L6325,L6328,L6331] the drug still sees extensive use worldwide via millions of prescriptions annually and has since become available as a generic and as a brand name product.","A medication used to treat asthma, exercise related breathing problems, and a runny nose due to allergies.",2.7,hours,False,1.0,2.7,1,Take with or without food. The absorption is unaffected by food.
DB00472,Fluoxetine,"Fluoxetine is a 2nd generation antidepressant categorized as a selective serotonin reuptake inhibitor (SSRI).[A181673] It gained FDA approval in 1987 and although it was initially intended for the treatment of depression, today it is commonly prescribed to manage depression in addition to various other pathologies.[L7721]","A medication used to treat major depression, obsessive compulsive disorder, and panic disorders.",2.5,days,False,2.0,60.0,2,Avoid alcohol. || Take with or without food.
DB00501,Cimetidine,"A histamine congener, it competitively inhibits histamine binding to histamine H2 receptors. Cimetidine has a range of pharmacological actions. It inhibits gastric acid secretion, as well as pepsin and gastrins output. It also blocks the activity of cytochrome P-450 which might explain proposals for use in neoadjuvant therapy.","A medication used to treat acid reflux, stomach ulcers, and indigestion.",2.0,hours,False,1.0,2.0,1,"Take with food. Food increases bioavailability. For prophylaxis of gastric symptoms, take cimetidine 30-60 minutes prior to food administration."
DB00514,Dextromethorphan,"Dextromethorphan is a levorphanol derivative and codeine analog commonly used as a cough suppressant and also a drug of abuse.[A215412] Although similar in structure to other opioids, it has minimal interaction with opioid receptors.[A215412]

Dextromethorphan was granted FDA approval before 3 December 1957.[A215412,L14997]",A medication used to treat a dry cough.,3.0,hours,False,1.0,3.0,1,Take with or without food. The absorption is unaffected by food.
DB00563,Methotrexate,"Methotrexate is a folate derivative that inhibits several enzymes responsible for nucleotide synthesis.[A180322] This inhibition leads to suppression of inflammation as well as prevention of cell division.[A180322] Because of these effects, methotrexate is often used to treat inflammation caused by arthritis or to control cell division in neoplastic diseases such as breast cancer and non-Hodgkin's lymphoma.[A180322,L7144,L7147,L7150,L7180]

Due to the toxic effects of methotrexate, it is indicated for treatment of some forms of arthritis and severe psoriasis only if first line treatment has failed or patients are intolerant of those treatments.[L7180]

Methotrexate was granted FDA approval on 7 December 1953.[L7198]",A medication used to treat many types of cancer as well as arthritis and severe psoriasis.,3.15,hours,False,4.0,3.15,5,Avoid alcohol. || Avoid milk and dairy products. Milk and dairy products reduce absorption. || Exercise caution with St. John's Wort. || Limit caffeine intake. Caffeine may reduce the effectiveness of methotrexate. || Take with or without food.
DB00581,Lactulose,"Lactulose is a synthetic disaccharide derivative of lactose that is most commonly used as a laxative agent despite also being formally indicated to serve as an adjunct therapy in treating portal-systemic encephalopathy (PSE).[FDA Label,L6199,L6202] Despite being first synthesized in 1929[A178081], investigations regarding its possible use as a laxative for the treatment of chronic constipation did not occur until the 1960s and its first clinical use for treating PSE was not until 1966.[L6202] 

Nevertheless, although lactulose received formal FDA approval in 1977 and has since become a readily available generic and brand-name non-prescription medication listed on the World Health Organization's List of Essential Medicines as one of the most effective and safe medicines employed in a health system[L6205], data regarding its optimal place in therapy is often ambiguous.[L6202]

Especially considering the use of lactulose as a laxative is typically only considered after lifestyle and dietary modifications fail and the fact that lactulose therapy cannot be ethically withheld from patients diagnosed with PSE in a placebo study, the substance may just be one of many options available for treating constipation and its efficacy in managing PSE may never be formally confirmed or refuted via clinical investigation.[L6202]",A medication used to treat constipation.,,,,,,2,Drink plenty of fluids. This drug may cause fluid loss. || Take with or without food.
DB00612,Bisoprolol,"Bisoprolol is a cardioselective β1-adrenergic blocking agent used to treat high blood pressure.[A180472,L7219] It is considered a potent drug with a long-half life that can be used once daily to reduce the need for multiple doses of antihypertensive drugs.[A180472] Bisoprolol is generally well tolerated, likely due to its β1-adrenergic receptor selectivity and is a useful alternative to non-selective β-blocker drugs in the treatment of hypertension such as [Carvedilol] and [Labetalol]. It may be used alone or in combination with other drugs to manage hypertension[L7219] and can be useful in patients with chronic obstructive pulmonary disease (COPD) due to its receptor selectivity.[A180562]","A medication used to treat high blood pressure and chest pain, as well as to prevent heart attacks and heart failure.",12.833333333333334,hours,False,3.0,12.833333333333334,1,Take with or without food. The absorption is unaffected by food.
DB00641,Simvastatin,"Simvastatin, also known as the brand name product Zocor, is a lipid-lowering drug derived synthetically from a fermentation product of _Aspergillus terreus_. It belongs to the statin class of medications, which are used to lower the risk of cardiovascular disease and manage abnormal lipid levels by inhibiting the endogenous production of cholesterol in the liver. More specifically, statin medications competitively inhibit the enzyme hydroxymethylglutaryl-coenzyme A (HMG-CoA) Reductase,[A181421] which catalyzes the conversion of HMG-CoA to mevalonic acid and is the third step in a sequence of metabolic reactions involved in the production of several compounds involved in lipid metabolism and transport including cholesterol, low-density lipoprotein (LDL) (sometimes referred to as ""bad cholesterol""), and very low-density lipoprotein (VLDL). Prescribing of statin medications is considered standard practice following any cardiovascular events and for people with a moderate to high risk of development of CVD, such as those with Type 2 Diabetes. The clear evidence of the benefit of statin use coupled with very minimal side effects or long term effects has resulted in this class becoming one of the most widely prescribed medications in North America.[A181087, A181406]

Simvastatin and other drugs from the statin class of medications including [atorvastatin], [pravastatin], [rosuvastatin], [fluvastatin], and [lovastatin] are considered first-line options for the treatment of dyslipidemia.[A181087, A181406] Increasing use of the statin class of drugs is largely due to the fact that cardiovascular disease (CVD), which includes heart attack, atherosclerosis, angina, peripheral artery disease, and stroke, has become a leading cause of death in high-income countries and a major cause of morbidity around the world.[A181084] Elevated cholesterol levels, and in particular, elevated low-density lipoprotein (LDL) levels, are an important risk factor for the development of CVD.[A181087,A181553] Use of statins to target and reduce LDL levels has been shown in a number of landmark studies to significantly reduce the risk of development of CVD and all-cause mortality.[A181090,A181093,A181096,A181427,A181475,A181538] Statins are considered a cost-effective treatment option for CVD due to their evidence of reducing all-cause mortality including fatal and non-fatal CVD as well as the need for surgical revascularization or angioplasty following a heart attack.[A181087, A181406] Evidence has shown that even for low-risk individuals (with <10% risk of a major vascular event occurring within 5 years) statins cause a 20%-22% relative reduction in major cardiovascular events (heart attack, stroke, coronary revascularization, and coronary death) for every 1 mmol/L reduction in LDL without any significant side effects or risks.[A181397, A181403]

While all statin medications are considered equally effective from a clinical standpoint, [rosuvastatin] is considered the most potent; doses of 10 to 40mg [rosuvastatin] per day were found in clinical studies to result in a 45.8% to 54.6% decrease in LDL cholesterol levels, while simvastatin has been found to have an average decrease in LDL-C of ~35%.[A181409,A181535,A181538,A1793] Potency is thought to correlate to tissue permeability as the more lipophilic statins such as simvastatin are thought to enter endothelial cells by passive diffusion, as opposed to hydrophilic statins such as [pravastatin] and [rosuvastatin] which are taken up into hepatocytes through OATP1B1 (organic anion transporter protein 1B1)-mediated transport.[A181424,A181460] Despite these differences in potency, several trials have demonstrated only minimal differences in terms of clinical outcomes between statins.[A181427]",A medication used to treat high cholesterol and reduce the risk of cardiovascular disease including heart attacks and stroke.,4.85,hours,False,1.0,4.85,1,Avoid grapefruit products. Co-administration with grapefruit products may increase the risk for adverse effects such as myalgia.
DB00678,Losartan,"Losartan is an angiotensin II receptor blocker (ARB) used to treat hypertension.[L7423] Angiotensin-converting enzyme (ACE) inhibitors are used for a similar indication but are associated with a cough.[L7423] When patients with ACE inhibitor associated coughs are switched to ARBs like losartan, they have an incidence of cough similar to placebo or [hydrochlorothiazide].[L7423] Losartan is available as losartan potassium oral tablets as well as a combination tablet of losartan potassium and hydrochlorothiazide.[L7423,L7426] Patients taking losartan should have their renal function and potassium levels monitored.[L7423] Losartan was granted FDA approval on 14 April 1995.[L7423]","A medication used to treat high blood pressure and kidney problems in diabetes, and to reduce the risk of having a stroke.",1.5,hours,False,1.0,1.5,2,"Take at the same time every day. || Take with or without food. Food delays absorption, but does not affect the extent of absorption."
DB00682,Warfarin,"Warfarin is an anticoagulant drug normally used to prevent blood clot formation as well as migration. Although originally marketed as a pesticide (d-Con, Rodex, among others), Warfarin has since become the most frequently prescribed oral anticoagulant in North America. Warfarin has several properties that should be noted when used medicinally, including its ability to cross the placental barrier during pregnancy which can result in fetal bleeding, spontaneous abortion, preterm birth, stillbirth, and neonatal death. Additional adverse effects such as necrosis, purple toe syndrome, osteoporosis, valve and artery calcification, and drug interactions have also been documented with warfarin use. Warfarin does not actually affect blood viscosity, rather, it inhibits vitamin-k dependent synthesis of biologically active forms of various clotting factors in addition to several regulatory factors.",A medication used to prevent the formation of blood clots in the body.,,,,,,5,"Avoid drastic dietary changes. || Avoid foods rich in vitamin K. Vitamin K in foods such as leafy vegetables can reduce warfarin efficacy. || Avoid grapefruit products. They may interfere with warfarin metabolism and increase INR, increasing the risk of bleeding. || Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba. || Avoid St. John's Wort. This drug may reduce warfarin efficacy."
DB00695,Furosemide,"Furosemide is a potent loop diuretic that acts on the kidneys to ultimately increase water loss from the body. It is an anthranilic acid derivative.[L7958] Furosemide is used for edema secondary to various clinical conditions, such as congestive heart failure exacerbation, liver failure, renal failure, and high blood pressure.[L7961] It mainly works by inhibiting electrolyte reabsorption from the kidneys and enhancing the excretion of water from the body. Furosemide has a fast onset and short duration of action and has been used safely and effectively in both pediatric and adult patients.[A182495] The use of furosemide is particularly beneficial in clinical settings that require a drug with a higher diuretic potential. In addition to oral formulations, the solution for intravenous and intramuscular administration is also available, which is typically limited to patients who are unable to take oral medication or for patients in emergency clinical situations.[L7958]",A medication used to treat high blood pressure and body swelling in certain medical conditions.,8.625,hours,False,4.0,8.625,3,"Avoid excessive or chronic alcohol consumption. Alcohol increases the risk of orthostatic hypotension. || Avoid natural licorice. Avoid licorice in large amounts, as it may lead to hypokalemia. || Increase consumption of potassium-rich foods. This medication may cause potassium depletion. Foods containing potassium include bananas and orange juice."
DB00698,Nitrofurantoin,"Nitrofurantoin is a nitrofuran antibiotic used to treat uncomplicated urinary tract infections.[L6856,L6859,L6862] Nitrofurantoin is converted by bacterial nitroreductases to electrophilic intermediates which inhibit the citric acid cycle as well as synthesis of DNA, RNA, and protein.[A179824] This drug is more resistant to the development of bacterial resistance because it acts on many targets at once.[A179824] Nitrofurantoin is a second line treatment to [trimethoprim]/[sulfamethoxazole].[A179830]

Nitrofurantoin was granted FDA approval on 6 February 1953.[L6895]",An antibiotic used to treat urine infections (also known as UTIs or urinary tract infections).,0.72,hours,False,1.0,0.72,1,Take with food. Food decreases irritation and increases bioavailability.
DB00722,Lisinopril,"Lisinopril is an angiotensin converting enzyme inhibitor (ACEI) used to treat hypertension, heart failure, and myocardial infarction.[L8384,L8387,L8390] Lisinopril and [captopril] are the only ACEIs that are not prodrugs.[A184853] It functions by inhibition of angiotensin converting enzyme as well as the renin angiotensin aldosterone system.[A184781,A184808,A184817] ACEIs are commonly used as a first line therapy in the treatment of hypertension, along with thiazide diuretics or beta blockers.[A184844]

Lisinopril was granted FDA approval on 29 December 1987.[L8384]","A medication used to lower blood pressure, slow the progression of heart failure, and treat heart attacks.",29.650000000000002,hours,False,2.0,29.650000000000002,4,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). || Avoid potassium-containing products. Potassium products increase the risk of hyperkalemia. || Limit salt intake. Salt may attenuate the antihypertensive effect. || Take with or without food. The absorption is unaffected by food."
DB00758,Clopidogrel,"Clopidogrel is a prodrug of a platelet inhibitor used to reduce the risk of myocardial infarction and stroke.[A180508,L7213] Clopidogrel is indicated to reduce the risk of myocardial infarction for patients with non-ST elevated acute coronary syndrome (ACS), patients with ST-elevated myocardial infarction, and in recent MI, stroke, or established peripheral arterial disease,[L7213]

It has been shown to be superior to [aspirin] in reducing cardiovascular outcomes in patients with cardiovascular disease and provides additional benefit to patients with acute coronary syndromes already taking aspirin.[A180547]

Clopidogrel was granted FDA approval on 17 November 1997.[L7213]",A medication used to prevent blood clots in certain medical conditions.,6.0,hours,False,1.0,6.0,1,Take with or without food.
DB00780,Phenelzine,"Phenelzine, with the formula β-phenylethylhydrazine, is a monoamine oxidase inhibiting antidepressant that is effective in the treatment of panic disorder and social anxiety disorder.[A15753] It was developed by Parke Davis and originally FDA approved on June 9th, 1961. It is currently approved under prescription by the name of Nardil.",A medication used to treat specific types of depression.,11.6,hours,False,1.0,11.6,4,"Avoid alcohol. || Avoid St. John's Wort. Administering phenelzine with St. John's Wort may increase the risk of serotonin syndrome. || Avoid tyramine-containing foods and supplements. Tyramine-containing foods and beverages can cause a sudden elevation in blood pressure or a hypertensive crisis. Foods that contain tyramine include aged cheese, ripe bananas, red wine, some alcoholic beverages (beer), cured food, pickled food, and fava beans. || Limit caffeine intake. Excess caffeine intake can also cause a hypertensive crisis."
DB00788,Naproxen,"Naproxen is classified as a nonsteroidal anti-inflammatory dug (NSAID) and was initially approved for prescription use in 1976 and then for over-the-counter (OTC) use in 1994.[A178975] It can effectively manage acute pain as well as pain related to rheumatic diseases, and has a well studied adverse effect profile.[A179098] Given its overall tolerability and effectiveness, naproxen can be considered a first line treatment for a variety of clinical situations requiring analgesia.[A179098] Naproxen is available in both immediate and delayed release formulations, in combination with sumatriptan to treat migraines, and in combination with esomeprazole to lower the risk of developing gastric ulcers.[L6582][L6583][L7309][L7312]","A painkiller used to treat some types of arthritis, joint inflammation, menstrual pain, and mild to moderate pain.",12.0,hours,False,1.0,12.0,1,Take with food. Food reduces GI irritation.
DB00852,Pseudoephedrine,"Pseudoephedrine is structurally related to [ephedrine] but exerts a weaker effect on the sympathetic nervous system.[A188820,A188823] Both drugs naturally occur in in ephedra plant which have a history of use in traditional Eastern medicine and were first researched in the west in 1889.[A188823] The decongestant effect of pseudoephedrine was described in dogs in 1927.[A188823]",A medication used to treat congestion and a runny nose.,6.0,hours,False,1.0,6.0,1,Take with or without food. The absorption is unaffected by food.
DB00945,Acetylsalicylic acid,"Also known as _Aspirin_, acetylsalicylic acid (ASA) is a commonly used drug for the treatment of pain and fever due to various causes. Acetylsalicylic acid has both anti-inflammatory and antipyretic effects.  This drug also inhibits platelet aggregation and is used in the prevention of blood clots stroke, and myocardial infarction (MI) [FDA label].  

Interestingly, the results of various studies have demonstrated that long-term use of acetylsalicylic acid may decrease the risk of various cancers, including colorectal, esophageal, breast, lung, prostate, liver and skin cancer [A177325]. Aspirin is classified as a _non-selective cyclooxygenase (COX) inhibitor_ [A32682, A177268] and is available in many doses and forms, including chewable tablets, suppositories, extended release formulations, and others [L5968]. 

Acetylsalicylic acid is a very common cause of accidental poisoning in young children. It should be kept out of reach from young children, toddlers, and infants [FDA label].","A painkiller used to treat pain, fever, inflammation, and migraines, as well as reduce the risk of heart attacks, strokes, and other events.",13.0,minutes,False,1.0,0.21666666666666667,4,"Avoid alcohol. Alcohol increases the risk of gastrointestinal bleeding. || Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba. || Take after a meal. This reduces irritating gastrointestinal effects. || Take with a full glass of water."
DB00950,Fexofenadine,"Fexofenadine is an over-the-counter second-generation antihistamine used in the treatment of various allergic symptoms.[L4269] It is selective for the H<sub>1</sub> receptor, carries little-to-no activity at off-targets, and does not cross the blood-brain barrier[L10779] - this is in contrast to previous first-generation antihistamines, such as [diphenhydramine], which readily bind to off-targets that contribute to side effects such as sedation.[A1452] Fexofenadine is the major active metabolite of [terfenadine][A1495] and is administered as a racemic mixture in which both enantiomers display approximately equivalent antihistamine activity.[L10779]",A medication used to treat allergic symptoms such as itchy skin and a runny nose.,11.0,hours,False,1.0,11.0,2,"Avoid fruit juice. Fruit juices like grapefruit, orange, and apple may reduce bioavailability and overall exposure to the medication. || Take with or without food. Co-administration with food does not significantly affect absorption."
DB00996,Gabapentin,"Gabapentin is a structural analogue of the inhibitory neurotransmitter gamma-aminobutyric acid ([GABA]) that was first approved for use in the United States in 1993.[L8717] It was originally developed as a novel anti-epileptic for the treatment of certain types of seizures[A186277,A186143] - today it is also widely used to treat neuropathic pain.[A14097,A186179] Gabapentin has some stark advantages as compared with other anti-epileptics, such as a relatively benign adverse effect profile, wide therapeutic index, and lack of appreciable metabolism making it unlikely to participate in pharmacokinetic drug interactions.[A186143,A185981,L8717]. It is structurally and functionally related to another GABA derivative, [pregabalin].",A medication used to treat certain types of seizures and nerve pain.,28.5,hours,False,2.0,28.5,2,"Avoid alcohol. Gabapentin possesses CNS depressant activity that may be potentiated by co-administration with alcohol. || Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent."
DB01001,Albuterol,"Salbutamol (Albuterol [USAN]) is a short-acting, selective beta2-adrenergic receptor agonist used in the treatment of asthma and COPD. It is 29 times more selective for beta2 receptors than beta1 receptors giving it higher specificity for pulmonary beta receptors versus beta1-adrenergic receptors located in the heart. Salbutamol is formulated as a racemic mixture of the R- and S-isomers. The R-isomer has 150 times greater affinity for the beta2-receptor than the S-isomer and the S-isomer has been associated with toxicity. This lead to the development of levalbuterol, the single R-isomer of salbutamol. However, the high cost of levalbuterol compared to salbutamol has deterred wide-spread use of this enantiomerically pure version of the drug. Salbutamol is generally used for acute episodes of bronchospasm caused by bronchial asthma, chronic bronchitis and other chronic bronchopulmonary disorders such as chronic obstructive pulmonary disorder (COPD). It is also used prophylactically for exercise-induced asthma.[Label,A174379,A174400]",A medication used to treat lung conditions including asthma.,3.65,hours,False,2.0,3.65,0,
DB01050,Ibuprofen,"Ibuprofen is a non-steroidal anti-inflammatory drug (NSAID) derived from propionic acid and it is considered the first of the propionics.[A39074] The formula of ibuprofen is 2-(4-isobutylphenyl) propionic acid and its initial development was in 1960 while researching for a safer alternative for aspirin.[A39075] Ibuprofen was finally patented in 1961 and this drug was first launched against rheumatoid arthritis in the UK in 1969 and USA in 1974. It was the first available over-the-counter NSAID.[A39076]

On the available products, ibuprofen is administered as a racemic mixture. Once administered, the R-enantiomer undergoes extensive interconversion to the S-enantiomer _in vivo_ by the activity of the alpha-methylacyl-CoA racemase. In particular, it is generally proposed that the S-enantiomer is capable of eliciting stronger pharmacological activity than the R-enantiomer.[A39194]","A pain medication used to reduce fever, pain, and inflammation.",2.15,hours,False,2.0,2.15,2,Avoid alcohol. || Take with food. Food reduces irritation.
DB01060,Amoxicillin,"Amoxicillin, or BRL-2333, is a penicillin G derivative first described in the literature in 1972.[A190648] Amoxicillin has similar activity to [penicillin] and [ampicillin], but leads to higher serum concentrations than ampicillin.[A190648]

Amoxicillin was granted FDA approval on 18 January 1974.[L11644]",A penicillin antibiotic use to treat a wide variety of infections in the body.,61.3,minutes,False,1.0,1.0216666666666665,1,Take with food.
